aspect,subj,do,io,pol,surface
Perf,P1 Sg,-,-,Pos,striħajt
Perf,P1 Sg,-,-,Neg,striħajtx
Perf,P1 Sg,P1 Sg,-,Pos,-
Perf,P1 Sg,P1 Sg,-,Neg,-
Perf,P1 Sg,P1 Pl,-,Pos,-
Perf,P1 Sg,P1 Pl,-,Neg,-
Perf,P1 Sg,P2 Sg,-,Pos,striħajtek
Perf,P1 Sg,P2 Sg,-,Neg,striħajtekx
Perf,P1 Sg,P2 Pl,-,Pos,striħajtkom
Perf,P1 Sg,P2 Pl,-,Neg,striħajtkomx
Perf,P1 Sg,P3 Sg Masc,-,Pos,striħajtu
Perf,P1 Sg,P3 Sg Masc,-,Neg,striħajtux
Perf,P1 Sg,P3 Sg Fem,-,Pos,striħajtha
Perf,P1 Sg,P3 Sg Fem,-,Neg,striħajthiex
Perf,P1 Sg,P3 Pl,-,Pos,striħajthom
Perf,P1 Sg,P3 Pl,-,Neg,striħajthomx
Perf,P1 Sg,-,P1 Sg,Pos,-
Perf,P1 Sg,-,P1 Sg,Neg,-
Perf,P1 Sg,-,P1 Pl,Pos,-
Perf,P1 Sg,-,P1 Pl,Neg,-
Perf,P1 Sg,-,P2 Sg,Pos,striħajtlek
Perf,P1 Sg,-,P2 Sg,Neg,striħajtlekx
Perf,P1 Sg,-,P2 Pl,Pos,striħajtilkom
Perf,P1 Sg,-,P2 Pl,Neg,striħajtilkomx
Perf,P1 Sg,-,P3 Sg Masc,Pos,striħajtlu
Perf,P1 Sg,-,P3 Sg Masc,Neg,striħajtlux
Perf,P1 Sg,-,P3 Sg Fem,Pos,striħajtilha
Perf,P1 Sg,-,P3 Sg Fem,Neg,striħajtilhiex
Perf,P1 Sg,-,P3 Pl,Pos,striħajtilhom
Perf,P1 Sg,-,P3 Pl,Neg,striħajtilhomx
Perf,P1 Sg,P3 Sg Masc,P1 Sg,Pos,-
Perf,P1 Sg,P3 Sg Masc,P1 Sg,Neg,-
Perf,P1 Sg,P3 Sg Masc,P1 Pl,Pos,-
Perf,P1 Sg,P3 Sg Masc,P1 Pl,Neg,-
Perf,P1 Sg,P3 Sg Masc,P2 Sg,Pos,striħajthulek
Perf,P1 Sg,P3 Sg Masc,P2 Sg,Neg,striħajthulekx
Perf,P1 Sg,P3 Sg Masc,P2 Pl,Pos,striħajthulkom
Perf,P1 Sg,P3 Sg Masc,P2 Pl,Neg,striħajthulkomx
Perf,P1 Sg,P3 Sg Masc,P3 Sg Masc,Pos,striħajthulu
Perf,P1 Sg,P3 Sg Masc,P3 Sg Masc,Neg,striħajthulux
Perf,P1 Sg,P3 Sg Masc,P3 Sg Fem,Pos,striħajthulha
Perf,P1 Sg,P3 Sg Masc,P3 Sg Fem,Neg,striħajthulhiex
Perf,P1 Sg,P3 Sg Masc,P3 Pl,Pos,striħajthulhom
Perf,P1 Sg,P3 Sg Masc,P3 Pl,Neg,striħajthulhomx
Perf,P1 Sg,P3 Sg Fem,P1 Sg,Pos,-
Perf,P1 Sg,P3 Sg Fem,P1 Sg,Neg,-
Perf,P1 Sg,P3 Sg Fem,P1 Pl,Pos,-
Perf,P1 Sg,P3 Sg Fem,P1 Pl,Neg,-
Perf,P1 Sg,P3 Sg Fem,P2 Sg,Pos,striħajthielek
Perf,P1 Sg,P3 Sg Fem,P2 Sg,Neg,striħajthilekx
Perf,P1 Sg,P3 Sg Fem,P2 Pl,Pos,striħajthielkom
Perf,P1 Sg,P3 Sg Fem,P2 Pl,Neg,striħajthilkomx
Perf,P1 Sg,P3 Sg Fem,P3 Sg Masc,Pos,striħajthielu
Perf,P1 Sg,P3 Sg Fem,P3 Sg Masc,Neg,striħajthilux
Perf,P1 Sg,P3 Sg Fem,P3 Sg Fem,Pos,striħajthielha
Perf,P1 Sg,P3 Sg Fem,P3 Sg Fem,Neg,striħajthilhiex
Perf,P1 Sg,P3 Sg Fem,P3 Pl,Pos,striħajthielhom
Perf,P1 Sg,P3 Sg Fem,P3 Pl,Neg,striħajthilhomx
Perf,P1 Sg,P3 Pl,P1 Sg,Pos,-
Perf,P1 Sg,P3 Pl,P1 Sg,Neg,-
Perf,P1 Sg,P3 Pl,P1 Pl,Pos,-
Perf,P1 Sg,P3 Pl,P1 Pl,Neg,-
Perf,P1 Sg,P3 Pl,P2 Sg,Pos,striħajthomlok
Perf,P1 Sg,P3 Pl,P2 Sg,Neg,striħajthomlokx
Perf,P1 Sg,P3 Pl,P2 Pl,Pos,striħajthomlkom
Perf,P1 Sg,P3 Pl,P2 Pl,Neg,striħajthomlkomx
Perf,P1 Sg,P3 Pl,P3 Sg Masc,Pos,striħajthomlu
Perf,P1 Sg,P3 Pl,P3 Sg Masc,Neg,striħajthomlux
Perf,P1 Sg,P3 Pl,P3 Sg Fem,Pos,striħajthomlha
Perf,P1 Sg,P3 Pl,P3 Sg Fem,Neg,striħajthomlhiex
Perf,P1 Sg,P3 Pl,P3 Pl,Pos,striħajthomlhom
Perf,P1 Sg,P3 Pl,P3 Pl,Neg,striħajthomlhomx
Perf,P1 Pl,-,-,Pos,striħajna
Perf,P1 Pl,-,-,Neg,striħajniex
Perf,P1 Pl,P1 Sg,-,Pos,-
Perf,P1 Pl,P1 Sg,-,Neg,-
Perf,P1 Pl,P1 Pl,-,Pos,-
Perf,P1 Pl,P1 Pl,-,Neg,-
Perf,P1 Pl,P2 Sg,-,Pos,striħajniek
Perf,P1 Pl,P2 Sg,-,Neg,striħajnikx
Perf,P1 Pl,P2 Pl,-,Pos,striħajniekom
Perf,P1 Pl,P2 Pl,-,Neg,striħajnikomx
Perf,P1 Pl,P3 Sg Masc,-,Pos,striħajnieh
Perf,P1 Pl,P3 Sg Masc,-,Neg,striħajnihx
Perf,P1 Pl,P3 Sg Fem,-,Pos,striħajnieha
Perf,P1 Pl,P3 Sg Fem,-,Neg,striħajnihiex
Perf,P1 Pl,P3 Pl,-,Pos,striħajniehom
Perf,P1 Pl,P3 Pl,-,Neg,striħajnihomx
Perf,P1 Pl,-,P1 Sg,Pos,-
Perf,P1 Pl,-,P1 Sg,Neg,-
Perf,P1 Pl,-,P1 Pl,Pos,-
Perf,P1 Pl,-,P1 Pl,Neg,-
Perf,P1 Pl,-,P2 Sg,Pos,striħajnielek
Perf,P1 Pl,-,P2 Sg,Neg,striħajnilekx
Perf,P1 Pl,-,P2 Pl,Pos,striħajnielkom
Perf,P1 Pl,-,P2 Pl,Neg,striħajnilkomx
Perf,P1 Pl,-,P3 Sg Masc,Pos,striħajnielu
Perf,P1 Pl,-,P3 Sg Masc,Neg,striħajnilux
Perf,P1 Pl,-,P3 Sg Fem,Pos,striħajnielha
Perf,P1 Pl,-,P3 Sg Fem,Neg,striħajnilhiex
Perf,P1 Pl,-,P3 Pl,Pos,striħajnielhom
Perf,P1 Pl,-,P3 Pl,Neg,striħajnilhomx
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Masc,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Pos,striħajnihulek
Perf,P1 Pl,P3 Sg Masc,P2 Sg,Neg,striħajnihulekx
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Pos,striħajnihulkom
Perf,P1 Pl,P3 Sg Masc,P2 Pl,Neg,striħajnihulkomx
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Pos,striħajnihulu
Perf,P1 Pl,P3 Sg Masc,P3 Sg Masc,Neg,striħajnihulux
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Pos,striħajnihulha
Perf,P1 Pl,P3 Sg Masc,P3 Sg Fem,Neg,striħajnihulhiex
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Pos,striħajnihulhom
Perf,P1 Pl,P3 Sg Masc,P3 Pl,Neg,striħajnihulhomx
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Sg,Neg,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Pos,-
Perf,P1 Pl,P3 Sg Fem,P1 Pl,Neg,-
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Pos,striħajnihielek
Perf,P1 Pl,P3 Sg Fem,P2 Sg,Neg,striħajnihilekx
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Pos,striħajnihielkom
Perf,P1 Pl,P3 Sg Fem,P2 Pl,Neg,striħajnihilkomx
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Pos,striħajnihielu
Perf,P1 Pl,P3 Sg Fem,P3 Sg Masc,Neg,striħajnihilux
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Pos,striħajnihielha
Perf,P1 Pl,P3 Sg Fem,P3 Sg Fem,Neg,striħajnihilhiex
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Pos,striħajnihielhom
Perf,P1 Pl,P3 Sg Fem,P3 Pl,Neg,striħajnihilhomx
Perf,P1 Pl,P3 Pl,P1 Sg,Pos,-
Perf,P1 Pl,P3 Pl,P1 Sg,Neg,-
Perf,P1 Pl,P3 Pl,P1 Pl,Pos,-
Perf,P1 Pl,P3 Pl,P1 Pl,Neg,-
Perf,P1 Pl,P3 Pl,P2 Sg,Pos,striħajnihomlok
Perf,P1 Pl,P3 Pl,P2 Sg,Neg,striħajnihomlokx
Perf,P1 Pl,P3 Pl,P2 Pl,Pos,striħajnihomlkom
Perf,P1 Pl,P3 Pl,P2 Pl,Neg,striħajnihomlkomx
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Pos,striħajnihomlu
Perf,P1 Pl,P3 Pl,P3 Sg Masc,Neg,striħajnihomlux
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Pos,striħajnihomlha
Perf,P1 Pl,P3 Pl,P3 Sg Fem,Neg,striħajnihomlhiex
Perf,P1 Pl,P3 Pl,P3 Pl,Pos,striħajnihomlhom
Perf,P1 Pl,P3 Pl,P3 Pl,Neg,striħajnihomlhomx
Perf,P2 Sg,-,-,Pos,striħajt
Perf,P2 Sg,-,-,Neg,striħajtx
Perf,P2 Sg,P1 Sg,-,Pos,striħajtni
Perf,P2 Sg,P1 Sg,-,Neg,striħajtnix
Perf,P2 Sg,P1 Pl,-,Pos,striħajtna
Perf,P2 Sg,P1 Pl,-,Neg,striħajtniex
Perf,P2 Sg,P2 Sg,-,Pos,-
Perf,P2 Sg,P2 Sg,-,Neg,-
Perf,P2 Sg,P2 Pl,-,Pos,-
Perf,P2 Sg,P2 Pl,-,Neg,-
Perf,P2 Sg,P3 Sg Masc,-,Pos,striħajtu
Perf,P2 Sg,P3 Sg Masc,-,Neg,striħajtux
Perf,P2 Sg,P3 Sg Fem,-,Pos,striħajtha
Perf,P2 Sg,P3 Sg Fem,-,Neg,striħajthiex
Perf,P2 Sg,P3 Pl,-,Pos,striħajthom
Perf,P2 Sg,P3 Pl,-,Neg,striħajthomx
Perf,P2 Sg,-,P1 Sg,Pos,striħajtli
Perf,P2 Sg,-,P1 Sg,Neg,striħajtlix
Perf,P2 Sg,-,P1 Pl,Pos,striħajtilna
Perf,P2 Sg,-,P1 Pl,Neg,striħajtilniex
Perf,P2 Sg,-,P2 Sg,Pos,-
Perf,P2 Sg,-,P2 Sg,Neg,-
Perf,P2 Sg,-,P2 Pl,Pos,-
Perf,P2 Sg,-,P2 Pl,Neg,-
Perf,P2 Sg,-,P3 Sg Masc,Pos,striħajtlu
Perf,P2 Sg,-,P3 Sg Masc,Neg,striħajtlux
Perf,P2 Sg,-,P3 Sg Fem,Pos,striħajtilha
Perf,P2 Sg,-,P3 Sg Fem,Neg,striħajtilhiex
Perf,P2 Sg,-,P3 Pl,Pos,striħajtilhom
Perf,P2 Sg,-,P3 Pl,Neg,striħajtilhomx
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Pos,striħajthuli
Perf,P2 Sg,P3 Sg Masc,P1 Sg,Neg,striħajthulix
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Pos,striħajthulna
Perf,P2 Sg,P3 Sg Masc,P1 Pl,Neg,striħajthulniex
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Pos,striħajthulu
Perf,P2 Sg,P3 Sg Masc,P3 Sg Masc,Neg,striħajthulux
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Pos,striħajthulha
Perf,P2 Sg,P3 Sg Masc,P3 Sg Fem,Neg,striħajthulhiex
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Pos,striħajthulhom
Perf,P2 Sg,P3 Sg Masc,P3 Pl,Neg,striħajthulhomx
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Pos,striħajthieli
Perf,P2 Sg,P3 Sg Fem,P1 Sg,Neg,striħajthilix
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Pos,striħajthielna
Perf,P2 Sg,P3 Sg Fem,P1 Pl,Neg,striħajthilniex
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Sg,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Pos,striħajthielu
Perf,P2 Sg,P3 Sg Fem,P3 Sg Masc,Neg,striħajthilux
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Pos,striħajthielha
Perf,P2 Sg,P3 Sg Fem,P3 Sg Fem,Neg,striħajthilhiex
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Pos,striħajthielhom
Perf,P2 Sg,P3 Sg Fem,P3 Pl,Neg,striħajthilhomx
Perf,P2 Sg,P3 Pl,P1 Sg,Pos,striħajthomli
Perf,P2 Sg,P3 Pl,P1 Sg,Neg,striħajthomlix
Perf,P2 Sg,P3 Pl,P1 Pl,Pos,striħajthomlna
Perf,P2 Sg,P3 Pl,P1 Pl,Neg,striħajthomlniex
Perf,P2 Sg,P3 Pl,P2 Sg,Pos,-
Perf,P2 Sg,P3 Pl,P2 Sg,Neg,-
Perf,P2 Sg,P3 Pl,P2 Pl,Pos,-
Perf,P2 Sg,P3 Pl,P2 Pl,Neg,-
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Pos,striħajthomlu
Perf,P2 Sg,P3 Pl,P3 Sg Masc,Neg,striħajthomlux
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Pos,striħajthomlha
Perf,P2 Sg,P3 Pl,P3 Sg Fem,Neg,striħajthomlhiex
Perf,P2 Sg,P3 Pl,P3 Pl,Pos,striħajthomlhom
Perf,P2 Sg,P3 Pl,P3 Pl,Neg,striħajthomlhomx
Perf,P2 Pl,-,-,Pos,striħajtu
Perf,P2 Pl,-,-,Neg,striħajtux
Perf,P2 Pl,P1 Sg,-,Pos,striħajtuni
Perf,P2 Pl,P1 Sg,-,Neg,striħajtunix
Perf,P2 Pl,P1 Pl,-,Pos,striħajtuna
Perf,P2 Pl,P1 Pl,-,Neg,striħajtuniex
Perf,P2 Pl,P2 Sg,-,Pos,-
Perf,P2 Pl,P2 Sg,-,Neg,-
Perf,P2 Pl,P2 Pl,-,Pos,-
Perf,P2 Pl,P2 Pl,-,Neg,-
Perf,P2 Pl,P3 Sg Masc,-,Pos,striħajtuh
Perf,P2 Pl,P3 Sg Masc,-,Neg,striħajtuhx
Perf,P2 Pl,P3 Sg Fem,-,Pos,striħajtuha
Perf,P2 Pl,P3 Sg Fem,-,Neg,striħajtuhiex
Perf,P2 Pl,P3 Pl,-,Pos,striħajtuhom
Perf,P2 Pl,P3 Pl,-,Neg,striħajtuhomx
Perf,P2 Pl,-,P1 Sg,Pos,striħajtuli
Perf,P2 Pl,-,P1 Sg,Neg,striħajtulix
Perf,P2 Pl,-,P1 Pl,Pos,striħajtulna
Perf,P2 Pl,-,P1 Pl,Neg,striħajtulniex
Perf,P2 Pl,-,P2 Sg,Pos,-
Perf,P2 Pl,-,P2 Sg,Neg,-
Perf,P2 Pl,-,P2 Pl,Pos,-
Perf,P2 Pl,-,P2 Pl,Neg,-
Perf,P2 Pl,-,P3 Sg Masc,Pos,striħajtulu
Perf,P2 Pl,-,P3 Sg Masc,Neg,striħajtulux
Perf,P2 Pl,-,P3 Sg Fem,Pos,striħajtulha
Perf,P2 Pl,-,P3 Sg Fem,Neg,striħajtulhiex
Perf,P2 Pl,-,P3 Pl,Pos,striħajtulhom
Perf,P2 Pl,-,P3 Pl,Neg,striħajtulhomx
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Pos,striħajtuhuli
Perf,P2 Pl,P3 Sg Masc,P1 Sg,Neg,striħajtuhulix
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Pos,striħajtuhulna
Perf,P2 Pl,P3 Sg Masc,P1 Pl,Neg,striħajtuhulniex
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Masc,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Pos,striħajtuhulu
Perf,P2 Pl,P3 Sg Masc,P3 Sg Masc,Neg,striħajtuhulux
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Pos,striħajtuhulha
Perf,P2 Pl,P3 Sg Masc,P3 Sg Fem,Neg,striħajtuhulhiex
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Pos,striħajtuhulhom
Perf,P2 Pl,P3 Sg Masc,P3 Pl,Neg,striħajtuhulhomx
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Pos,striħajtuhieli
Perf,P2 Pl,P3 Sg Fem,P1 Sg,Neg,striħajtuhilix
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Pos,striħajtuhielna
Perf,P2 Pl,P3 Sg Fem,P1 Pl,Neg,striħajtuhilniex
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Sg,Neg,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Pos,-
Perf,P2 Pl,P3 Sg Fem,P2 Pl,Neg,-
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Pos,striħajtuhielu
Perf,P2 Pl,P3 Sg Fem,P3 Sg Masc,Neg,striħajtuhilux
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Pos,striħajtuhielha
Perf,P2 Pl,P3 Sg Fem,P3 Sg Fem,Neg,striħajtuhilhiex
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Pos,striħajtuhielhom
Perf,P2 Pl,P3 Sg Fem,P3 Pl,Neg,striħajtuhilhomx
Perf,P2 Pl,P3 Pl,P1 Sg,Pos,striħajtuhomli
Perf,P2 Pl,P3 Pl,P1 Sg,Neg,striħajtuhomlix
Perf,P2 Pl,P3 Pl,P1 Pl,Pos,striħajtuhomlna
Perf,P2 Pl,P3 Pl,P1 Pl,Neg,striħajtuhomlniex
Perf,P2 Pl,P3 Pl,P2 Sg,Pos,-
Perf,P2 Pl,P3 Pl,P2 Sg,Neg,-
Perf,P2 Pl,P3 Pl,P2 Pl,Pos,-
Perf,P2 Pl,P3 Pl,P2 Pl,Neg,-
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Pos,striħajtuhomlu
Perf,P2 Pl,P3 Pl,P3 Sg Masc,Neg,striħajtuhomlux
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Pos,striħajtuhomlha
Perf,P2 Pl,P3 Pl,P3 Sg Fem,Neg,striħajtuhomlhiex
Perf,P2 Pl,P3 Pl,P3 Pl,Pos,striħajtuhomlhom
Perf,P2 Pl,P3 Pl,P3 Pl,Neg,striħajtuhomlhomx
Perf,P3 Sg Masc,-,-,Pos,strieħ
Perf,P3 Sg Masc,-,-,Neg,striħx
Perf,P3 Sg Masc,P1 Sg,-,Pos,strieħni
Perf,P3 Sg Masc,P1 Sg,-,Neg,striħnix
Perf,P3 Sg Masc,P1 Pl,-,Pos,strieħna
Perf,P3 Sg Masc,P1 Pl,-,Neg,striħniex
Perf,P3 Sg Masc,P2 Sg,-,Pos,striħek
Perf,P3 Sg Masc,P2 Sg,-,Neg,striħekx
Perf,P3 Sg Masc,P2 Pl,-,Pos,strieħkom
Perf,P3 Sg Masc,P2 Pl,-,Neg,striħkomx
Perf,P3 Sg Masc,P3 Sg Masc,-,Pos,striħu
Perf,P3 Sg Masc,P3 Sg Masc,-,Neg,striħux
Perf,P3 Sg Masc,P3 Sg Fem,-,Pos,strieħha
Perf,P3 Sg Masc,P3 Sg Fem,-,Neg,striħhiex
Perf,P3 Sg Masc,P3 Pl,-,Pos,strieħhom
Perf,P3 Sg Masc,P3 Pl,-,Neg,striħhomx
Perf,P3 Sg Masc,-,P1 Sg,Pos,strieħli
Perf,P3 Sg Masc,-,P1 Sg,Neg,striħlix
Perf,P3 Sg Masc,-,P1 Pl,Pos,striħilna
Perf,P3 Sg Masc,-,P1 Pl,Neg,striħilniex
Perf,P3 Sg Masc,-,P2 Sg,Pos,strieħlek
Perf,P3 Sg Masc,-,P2 Sg,Neg,striħlekx
Perf,P3 Sg Masc,-,P2 Pl,Pos,striħilkom
Perf,P3 Sg Masc,-,P2 Pl,Neg,striħilkomx
Perf,P3 Sg Masc,-,P3 Sg Masc,Pos,strieħlu
Perf,P3 Sg Masc,-,P3 Sg Masc,Neg,striħlux
Perf,P3 Sg Masc,-,P3 Sg Fem,Pos,striħilha
Perf,P3 Sg Masc,-,P3 Sg Fem,Neg,striħilhiex
Perf,P3 Sg Masc,-,P3 Pl,Pos,striħilhom
Perf,P3 Sg Masc,-,P3 Pl,Neg,striħilhomx
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Pos,striħhuli
Perf,P3 Sg Masc,P3 Sg Masc,P1 Sg,Neg,striħhulix
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Pos,striħhulna
Perf,P3 Sg Masc,P3 Sg Masc,P1 Pl,Neg,striħhulniex
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Pos,striħhulek
Perf,P3 Sg Masc,P3 Sg Masc,P2 Sg,Neg,striħhulekx
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Pos,striħhulkom
Perf,P3 Sg Masc,P3 Sg Masc,P2 Pl,Neg,striħhulkomx
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Pos,striħhulu
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Masc,Neg,striħhulux
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Pos,striħhulha
Perf,P3 Sg Masc,P3 Sg Masc,P3 Sg Fem,Neg,striħhulhiex
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Pos,striħhulhom
Perf,P3 Sg Masc,P3 Sg Masc,P3 Pl,Neg,striħhulhomx
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Pos,striħhieli
Perf,P3 Sg Masc,P3 Sg Fem,P1 Sg,Neg,striħhilix
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Pos,striħhielna
Perf,P3 Sg Masc,P3 Sg Fem,P1 Pl,Neg,striħhilniex
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Pos,striħhielek
Perf,P3 Sg Masc,P3 Sg Fem,P2 Sg,Neg,striħhilekx
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Pos,striħhielkom
Perf,P3 Sg Masc,P3 Sg Fem,P2 Pl,Neg,striħhilkomx
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Pos,striħhielu
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Masc,Neg,striħhilux
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Pos,striħhielha
Perf,P3 Sg Masc,P3 Sg Fem,P3 Sg Fem,Neg,striħhilhiex
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Pos,striħhielhom
Perf,P3 Sg Masc,P3 Sg Fem,P3 Pl,Neg,striħhilhomx
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Pos,striħhomli
Perf,P3 Sg Masc,P3 Pl,P1 Sg,Neg,striħhomlix
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Pos,striħhomlna
Perf,P3 Sg Masc,P3 Pl,P1 Pl,Neg,striħhomlniex
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Pos,striħhomlok
Perf,P3 Sg Masc,P3 Pl,P2 Sg,Neg,striħhomlokx
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Pos,striħhomlkom
Perf,P3 Sg Masc,P3 Pl,P2 Pl,Neg,striħhomlkomx
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Pos,striħhomlu
Perf,P3 Sg Masc,P3 Pl,P3 Sg Masc,Neg,striħhomlux
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Pos,striħhomlha
Perf,P3 Sg Masc,P3 Pl,P3 Sg Fem,Neg,striħhomlhiex
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Pos,striħhomlhom
Perf,P3 Sg Masc,P3 Pl,P3 Pl,Neg,striħhomlhomx
Perf,P3 Sg Fem,-,-,Pos,strieħet
Perf,P3 Sg Fem,-,-,Neg,striħitx
Perf,P3 Sg Fem,P1 Sg,-,Pos,striħitni
Perf,P3 Sg Fem,P1 Sg,-,Neg,striħitnix
Perf,P3 Sg Fem,P1 Pl,-,Pos,striħitna
Perf,P3 Sg Fem,P1 Pl,-,Neg,striħitniex
Perf,P3 Sg Fem,P2 Sg,-,Pos,striħitek
Perf,P3 Sg Fem,P2 Sg,-,Neg,striħitekx
Perf,P3 Sg Fem,P2 Pl,-,Pos,striħitkom
Perf,P3 Sg Fem,P2 Pl,-,Neg,striħitkomx
Perf,P3 Sg Fem,P3 Sg Masc,-,Pos,striħitu
Perf,P3 Sg Fem,P3 Sg Masc,-,Neg,striħitux
Perf,P3 Sg Fem,P3 Sg Fem,-,Pos,striħitha
Perf,P3 Sg Fem,P3 Sg Fem,-,Neg,striħithiex
Perf,P3 Sg Fem,P3 Pl,-,Pos,striħithom
Perf,P3 Sg Fem,P3 Pl,-,Neg,striħithomx
Perf,P3 Sg Fem,-,P1 Sg,Pos,striħitli
Perf,P3 Sg Fem,-,P1 Sg,Neg,striħitlix
Perf,P3 Sg Fem,-,P1 Pl,Pos,striħitilna
Perf,P3 Sg Fem,-,P1 Pl,Neg,striħitilniex
Perf,P3 Sg Fem,-,P2 Sg,Pos,striħitlek
Perf,P3 Sg Fem,-,P2 Sg,Neg,striħitlekx
Perf,P3 Sg Fem,-,P2 Pl,Pos,striħitilkom
Perf,P3 Sg Fem,-,P2 Pl,Neg,striħitilkomx
Perf,P3 Sg Fem,-,P3 Sg Masc,Pos,striħitlu
Perf,P3 Sg Fem,-,P3 Sg Masc,Neg,striħitlux
Perf,P3 Sg Fem,-,P3 Sg Fem,Pos,striħitilha
Perf,P3 Sg Fem,-,P3 Sg Fem,Neg,striħitilhiex
Perf,P3 Sg Fem,-,P3 Pl,Pos,striħitilhom
Perf,P3 Sg Fem,-,P3 Pl,Neg,striħitilhomx
Perf,P3 Sg Fem,P3 Sg Masc,P1 Sg,Pos,striħithuli
Perf,P3 Sg Fem,P3 Sg Masc,P1 Sg,Neg,striħithulix
